age,parrot_name,number_of_words
41,Rose-ringed parakeet,69
4,Budgerigar,12
4,Eclectus,8
59,Eclectus,92
19,Budgerigar,12
13,Rose-ringed parakeet,15
32,Rose-ringed parakeet,47
16,Budgerigar,15
55,Eclectus,77
11,Budgerigar,15
3,Rose-ringed parakeet,8
19,Budgerigar,39
19,Eclectus,14
33,Eclectus,70
18,Eclectus,28
41,Eclectus,80
13,Budgerigar,30
49,Rose-ringed parakeet,86
34,Budgerigar,60
7,Budgerigar,6
52,Rose-ringed parakeet,85
49,Budgerigar,75
55,Eclectus,85
43,Budgerigar,72
42,Rose-ringed parakeet,71
6,Rose-ringed parakeet,10
1,Eclectus,2
4,Rose-ringed parakeet,12
7,Eclectus,20
50,Budgerigar,88
3,Rose-ringed parakeet,13
56,Budgerigar,94
11,Rose-ringed parakeet,24
42,Budgerigar,66
37,Rose-ringed parakeet,70
39,Eclectus,67
51,Rose-ringed parakeet,81
53,Budgerigar,80
49,Eclectus,79
8,Eclectus,7
36,Eclectus,42
58,Budgerigar,84
10,Budgerigar,8
28,Rose-ringed parakeet,54
9,Eclectus,19
50,Budgerigar,85
23,Eclectus,27
32,Eclectus,51
12,Eclectus,19
6,Rose-ringed parakeet,18
27,Eclectus,46
9,Budgerigar,14
37,Budgerigar,64
41,Rose-ringed parakeet,65
60,Budgerigar,99
30,Rose-ringed parakeet,59
2,Budgerigar,7
5,Eclectus,4
25,Rose-ringed parakeet,24
3,Budgerigar,20
56,Rose-ringed parakeet,71
48,Budgerigar,69
44,Budgerigar,52
54,Budgerigar,88
9,Eclectus,10
10,Eclectus,6
9,Rose-ringed parakeet,2
42,Budgerigar,68
55,Budgerigar,67
4,Rose-ringed parakeet,7
46,Rose-ringed parakeet,65
47,Eclectus,61
44,Rose-ringed parakeet,60
28,Budgerigar,55
8,Rose-ringed parakeet,20
59,Rose-ringed parakeet,74
49,Rose-ringed parakeet,67
40,Eclectus,53
45,Rose-ringed parakeet,71
17,Budgerigar,38
51,Rose-ringed parakeet,69
20,Budgerigar,23
22,Rose-ringed parakeet,25
37,Eclectus,67
43,Rose-ringed parakeet,53
6,Rose-ringed parakeet,7
10,Rose-ringed parakeet,17
36,Eclectus,50
11,Rose-ringed parakeet,29
40,Rose-ringed parakeet,61
9,Eclectus,13
1,Rose-ringed parakeet,9
57,Eclectus,72
54,Eclectus,67
57,Budgerigar,85
14,Budgerigar,27
5,Budgerigar,5
56,Budgerigar,88
48,Rose-ringed parakeet,75
31,Rose-ringed parakeet,61
45,Eclectus,68
12,Budgerigar,15
43,Eclectus,62
28,Rose-ringed parakeet,58
54,Rose-ringed parakeet,66
31,Eclectus,46
24,Budgerigar,27
39,Eclectus,56
53,Budgerigar,65
5,Rose-ringed parakeet,16
28,Budgerigar,37
36,Budgerigar,41
34,Budgerigar,51
58,Eclectus,83
26,Rose-ringed parakeet,40
35,Rose-ringed parakeet,49
2,Rose-ringed parakeet,15
8,Eclectus,3
35,Eclectus,58
21,Budgerigar,36
24,Budgerigar,46
22,Eclectus,21
14,Rose-ringed parakeet,23
48,Rose-ringed parakeet,71
11,Budgerigar,23
43,Budgerigar,64
43,Eclectus,54
12,Eclectus,23
30,Budgerigar,36
5,Eclectus,10
48,Budgerigar,78
42,Eclectus,70
17,Rose-ringed parakeet,25
10,Eclectus,2
58,Eclectus,82
22,Rose-ringed parakeet,50
30,Rose-ringed parakeet,31
51,Eclectus,68
11,Rose-ringed parakeet,29
14,Eclectus,20
7,Budgerigar,6
48,Eclectus,86
44,Budgerigar,68
20,Eclectus,36
25,Budgerigar,24
41,Budgerigar,60
6,Rose-ringed parakeet,15
37,Rose-ringed parakeet,65
44,Eclectus,54
40,Budgerigar,56
21,Eclectus,42
30,Rose-ringed parakeet,46
43,Budgerigar,72
33,Eclectus,58
41,Eclectus,50
7,Rose-ringed parakeet,15
58,Eclectus,79
26,Eclectus,37
14,Eclectus,22
26,Rose-ringed parakeet,43
27,Rose-ringed parakeet,55
40,Rose-ringed parakeet,51
51,Budgerigar,67
35,Eclectus,57
27,Eclectus,32
33,Eclectus,52
2,Eclectus,18
52,Budgerigar,63
49,Budgerigar,83
13,Eclectus,25
47,Rose-ringed parakeet,86
38,Budgerigar,70
47,Budgerigar,72
12,Rose-ringed parakeet,28
10,Rose-ringed parakeet,6
2,Budgerigar,18
14,Eclectus,19
4,Rose-ringed parakeet,2
11,Eclectus,12
31,Rose-ringed parakeet,40
40,Rose-ringed parakeet,43
35,Eclectus,70
50,Rose-ringed parakeet,78
21,Rose-ringed parakeet,21
56,Budgerigar,98
10,Eclectus,2
47,Rose-ringed parakeet,61
43,Eclectus,71
60,Budgerigar,70
23,Budgerigar,21
43,Eclectus,64
51,Rose-ringed parakeet,88
4,Eclectus,7
34,Eclectus,66
60,Eclectus,72
9,Eclectus,7
22,Rose-ringed parakeet,27
2,Rose-ringed parakeet,18
47,Rose-ringed parakeet,84
59,Eclectus,90
18,Budgerigar,25
6,Budgerigar,1
17,Rose-ringed parakeet,19
57,Rose-ringed parakeet,95
56,Budgerigar,77
21,Eclectus,34
28,Rose-ringed parakeet,55
29,Budgerigar,39
21,Eclectus,20
41,Budgerigar,54
10,Budgerigar,11
51,Eclectus,61
18,Budgerigar,38
24,Budgerigar,36
60,Rose-ringed parakeet,86
3,Rose-ringed parakeet,16
4,Budgerigar,8
48,Rose-ringed parakeet,67
36,Budgerigar,50
14,Budgerigar,30
54,Budgerigar,61
2,Rose-ringed parakeet,12
39,Rose-ringed parakeet,41
31,Eclectus,45
17,Rose-ringed parakeet,12
44,Budgerigar,58
40,Eclectus,70
12,Rose-ringed parakeet,12
30,Eclectus,45
19,Eclectus,31
29,Budgerigar,43
53,Eclectus,87
15,Budgerigar,14
54,Rose-ringed parakeet,84
15,Eclectus,17
49,Eclectus,67
16,Eclectus,10
36,Eclectus,48
30,Budgerigar,49
47,Budgerigar,60
29,Eclectus,51
23,Eclectus,38
8,Eclectus,13
5,Rose-ringed parakeet,15
5,Budgerigar,6
39,Eclectus,68
14,Rose-ringed parakeet,15
57,Eclectus,94
13,Eclectus,19
20,Eclectus,27
33,Rose-ringed parakeet,43
14,Rose-ringed parakeet,18
3,Budgerigar,11
57,Budgerigar,97
52,Budgerigar,88
14,Eclectus,11
10,Eclectus,20
50,Budgerigar,75
40,Budgerigar,57
8,Rose-ringed parakeet,2
15,Budgerigar,21
43,Rose-ringed parakeet,71
25,Eclectus,21
4,Rose-ringed parakeet,13
11,Eclectus,24
11,Budgerigar,23
33,Eclectus,69
33,Budgerigar,56
3,Rose-ringed parakeet,6
50,Budgerigar,77
29,Eclectus,30
50,Eclectus,86
34,Budgerigar,47
33,Budgerigar,47
48,Budgerigar,63
29,Rose-ringed parakeet,52
49,Rose-ringed parakeet,81
50,Eclectus,66
58,Eclectus,86
23,Budgerigar,41
21,Eclectus,23
56,Rose-ringed parakeet,82
51,Eclectus,65
50,Budgerigar,73
46,Eclectus,61
46,Budgerigar,87
28,Rose-ringed parakeet,49
37,Budgerigar,54
12,Eclectus,13
51,Rose-ringed parakeet,84
34,Budgerigar,42
42,Budgerigar,73
23,Budgerigar,33
43,Eclectus,62
33,Rose-ringed parakeet,42
55,Eclectus,67
49,Rose-ringed parakeet,74
12,Rose-ringed parakeet,18
11,Eclectus,25
41,Budgerigar,57
4,Eclectus,10
19,Rose-ringed parakeet,39
21,Eclectus,34
52,Rose-ringed parakeet,85
28,Budgerigar,53
22,Rose-ringed parakeet,44
37,Eclectus,41
31,Eclectus,57
20,Budgerigar,18
47,Budgerigar,84
28,Budgerigar,41
5,Budgerigar,15
51,Budgerigar,75
19,Eclectus,26
43,Rose-ringed parakeet,70
41,Rose-ringed parakeet,71
12,Eclectus,22
49,Eclectus,62
15,Budgerigar,25
27,Eclectus,34
42,Budgerigar,58
35,Rose-ringed parakeet,58
26,Eclectus,57
46,Rose-ringed parakeet,73
58,Budgerigar,74
12,Rose-ringed parakeet,12
20,Rose-ringed parakeet,28
31,Eclectus,69
5,Eclectus,13
12,Eclectus,27
42,Eclectus,52
50,Eclectus,68
54,Rose-ringed parakeet,75
58,Eclectus,77
54,Rose-ringed parakeet,82
1,Budgerigar,20
7,Rose-ringed parakeet,8
24,Eclectus,21
5,Rose-ringed parakeet,11
16,Rose-ringed parakeet,33
53,Rose-ringed parakeet,69
32,Budgerigar,41
27,Budgerigar,53
36,Budgerigar,50
39,Eclectus,41
47,Eclectus,66
27,Eclectus,56
40,Eclectus,49
25,Eclectus,43
27,Eclectus,38
45,Budgerigar,70
29,Budgerigar,32
10,Budgerigar,20
25,Budgerigar,29
20,Rose-ringed parakeet,18
35,Rose-ringed parakeet,50
18,Rose-ringed parakeet,33
45,Rose-ringed parakeet,76
44,Rose-ringed parakeet,51
37,Budgerigar,46
15,Budgerigar,16
52,Rose-ringed parakeet,73
5,Eclectus,15
38,Eclectus,66
11,Budgerigar,15
30,Budgerigar,55
33,Rose-ringed parakeet,63
21,Rose-ringed parakeet,38
45,Budgerigar,63
6,Eclectus,1
15,Budgerigar,25
42,Eclectus,57
7,Rose-ringed parakeet,10
6,Eclectus,0
27,Eclectus,51
9,Budgerigar,5
8,Rose-ringed parakeet,4
39,Budgerigar,41
25,Rose-ringed parakeet,21
5,Eclectus,8
24,Eclectus,28
45,Eclectus,68
3,Rose-ringed parakeet,17
6,Eclectus,19
53,Eclectus,77
55,Budgerigar,64
32,Eclectus,51
21,Budgerigar,26
28,Rose-ringed parakeet,32
48,Rose-ringed parakeet,76
1,Budgerigar,4
41,Budgerigar,51
17,Rose-ringed parakeet,20
31,Eclectus,47
5,Eclectus,15
39,Budgerigar,63
11,Budgerigar,22
32,Rose-ringed parakeet,68
4,Rose-ringed parakeet,17
42,Budgerigar,79
32,Budgerigar,66
15,Budgerigar,30
59,Budgerigar,73
22,Rose-ringed parakeet,43
38,Eclectus,61
60,Eclectus,75
1,Eclectus,15
6,Eclectus,10
11,Rose-ringed parakeet,10
6,Eclectus,1
60,Rose-ringed parakeet,88
41,Budgerigar,73
40,Eclectus,68
53,Eclectus,90
54,Eclectus,66
3,Rose-ringed parakeet,14
2,Eclectus,15
9,Budgerigar,14
58,Budgerigar,81
13,Budgerigar,14
26,Rose-ringed parakeet,46
55,Rose-ringed parakeet,62
2,Rose-ringed parakeet,19
14,Eclectus,20
54,Eclectus,61
13,Budgerigar,11
37,Budgerigar,50
6,Rose-ringed parakeet,12
15,Budgerigar,11
8,Budgerigar,8
14,Rose-ringed parakeet,24
1,Eclectus,15
46,Budgerigar,65
59,Budgerigar,94
22,Budgerigar,21
54,Rose-ringed parakeet,87
12,Budgerigar,18
49,Rose-ringed parakeet,76
30,Eclectus,57
14,Eclectus,21
15,Eclectus,12
19,Rose-ringed parakeet,10
5,Eclectus,1
36,Rose-ringed parakeet,46
60,Eclectus,80
10,Rose-ringed parakeet,16
52,Rose-ringed parakeet,68
44,Budgerigar,80
15,Rose-ringed parakeet,30
15,Budgerigar,12
49,Budgerigar,87
45,Budgerigar,80
39,Budgerigar,65
34,Eclectus,40
31,Eclectus,46
8,Eclectus,3
38,Rose-ringed parakeet,65
10,Eclectus,11
20,Rose-ringed parakeet,12
60,Budgerigar,97
60,Eclectus,76
5,Eclectus,0
36,Budgerigar,68
2,Budgerigar,15
6,Eclectus,5
28,Budgerigar,46
6,Budgerigar,4
50,Eclectus,78
51,Budgerigar,85
24,Eclectus,28
28,Eclectus,44
51,Budgerigar,73
59,Budgerigar,84
1,Eclectus,14
25,Eclectus,46
46,Rose-ringed parakeet,90
46,Budgerigar,76
12,Rose-ringed parakeet,29
7,Eclectus,5
11,Eclectus,14
53,Eclectus,72
48,Eclectus,68
36,Budgerigar,51
50,Budgerigar,69
59,Budgerigar,83
1,Eclectus,13
32,Budgerigar,44
60,Eclectus,83
15,Eclectus,23
25,Eclectus,30
4,Rose-ringed parakeet,19
39,Budgerigar,43
57,Eclectus,94
22,Eclectus,42
5,Eclectus,9
31,Budgerigar,57
39,Rose-ringed parakeet,51
51,Rose-ringed parakeet,83
14,Budgerigar,13
11,Budgerigar,16
11,Rose-ringed parakeet,26
37,Budgerigar,55
56,Eclectus,87
13,Budgerigar,13
37,Budgerigar,58
18,Rose-ringed parakeet,25
54,Eclectus,82
15,Rose-ringed parakeet,22
10,Budgerigar,4
52,Eclectus,77
25,Budgerigar,26
3,Eclectus,6
51,Budgerigar,84
5,Budgerigar,6
39,Rose-ringed parakeet,45
37,Budgerigar,54
27,Eclectus,46
21,Budgerigar,48
30,Budgerigar,53
43,Budgerigar,78
19,Budgerigar,29
10,Budgerigar,2
14,Eclectus,25
59,Eclectus,89
59,Rose-ringed parakeet,83
27,Budgerigar,56
41,Rose-ringed parakeet,77
18,Rose-ringed parakeet,34
34,Budgerigar,54
49,Eclectus,60
12,Budgerigar,18
22,Budgerigar,30
30,Budgerigar,56
55,Budgerigar,64
35,Rose-ringed parakeet,69
12,Eclectus,29
12,Eclectus,10
42,Rose-ringed parakeet,66
10,Eclectus,12
52,Eclectus,73
38,Eclectus,69
7,Eclectus,15
52,Eclectus,61
9,Eclectus,9
38,Eclectus,70
38,Budgerigar,44
17,Budgerigar,35
59,Eclectus,75
57,Eclectus,74
9,Eclectus,10
20,Budgerigar,25
11,Eclectus,10
22,Rose-ringed parakeet,27
33,Eclectus,45
36,Budgerigar,45
41,Eclectus,56
55,Budgerigar,81
3,Rose-ringed parakeet,3
43,Rose-ringed parakeet,73
41,Budgerigar,60
48,Budgerigar,60
53,Eclectus,82
21,Rose-ringed parakeet,46
38,Budgerigar,49
44,Budgerigar,77
29,Budgerigar,44
44,Eclectus,58
33,Eclectus,51
47,Rose-ringed parakeet,68
43,Budgerigar,70
51,Budgerigar,60
56,Budgerigar,71
5,Budgerigar,16
39,Eclectus,68
39,Rose-ringed parakeet,51
14,Rose-ringed parakeet,28
50,Budgerigar,89
6,Budgerigar,6
45,Rose-ringed parakeet,66
45,Eclectus,60
47,Eclectus,83
26,Eclectus,54
42,Eclectus,73
14,Budgerigar,27
27,Eclectus,53
15,Rose-ringed parakeet,18
27,Rose-ringed parakeet,32
39,Budgerigar,46
55,Budgerigar,61
57,Budgerigar,84
28,Rose-ringed parakeet,37
46,Rose-ringed parakeet,88
18,Budgerigar,24
20,Budgerigar,23
14,Rose-ringed parakeet,15
13,Eclectus,14
45,Eclectus,68
26,Eclectus,58
56,Budgerigar,86
33,Rose-ringed parakeet,52
53,Budgerigar,74
41,Rose-ringed parakeet,69
51,Eclectus,78
13,Budgerigar,25
23,Rose-ringed parakeet,26
19,Eclectus,18
11,Rose-ringed parakeet,29
48,Eclectus,79
40,Eclectus,52
25,Rose-ringed parakeet,22
60,Budgerigar,89
50,Eclectus,83
31,Rose-ringed parakeet,57
7,Rose-ringed parakeet,0
7,Eclectus,4
57,Rose-ringed parakeet,91
22,Eclectus,36
40,Rose-ringed parakeet,67
7,Eclectus,13
22,Budgerigar,50
25,Rose-ringed parakeet,22
56,Eclectus,82
7,Rose-ringed parakeet,16
49,Rose-ringed parakeet,86
5,Rose-ringed parakeet,14
34,Budgerigar,62
48,Rose-ringed parakeet,71
41,Rose-ringed parakeet,54
16,Rose-ringed parakeet,29
20,Budgerigar,20
1,Eclectus,19
32,Budgerigar,55
18,Eclectus,17
38,Budgerigar,46
15,Eclectus,11
52,Eclectus,69
48,Budgerigar,77
36,Eclectus,67
1,Eclectus,17
3,Rose-ringed parakeet,1
6,Rose-ringed parakeet,13
22,Budgerigar,33
36,Rose-ringed parakeet,59
5,Budgerigar,10
13,Rose-ringed parakeet,30
23,Eclectus,43
11,Eclectus,17
55,Rose-ringed parakeet,70
56,Eclectus,77
13,Rose-ringed parakeet,19
3,Eclectus,12
5,Rose-ringed parakeet,20
38,Budgerigar,67
43,Rose-ringed parakeet,73
9,Rose-ringed parakeet,17
51,Eclectus,63
5,Rose-ringed parakeet,16
55,Budgerigar,74
2,Rose-ringed parakeet,3
21,Budgerigar,28
30,Rose-ringed parakeet,58
57,Budgerigar,97
5,Eclectus,1
59,Budgerigar,85
56,Eclectus,91
19,Budgerigar,40
10,Rose-ringed parakeet,11
14,Rose-ringed parakeet,27
36,Eclectus,70
18,Eclectus,38
42,Eclectus,66
59,Rose-ringed parakeet,92
33,Eclectus,45
18,Eclectus,18
24,Rose-ringed parakeet,32
27,Eclectus,31
34,Budgerigar,48
51,Budgerigar,62
56,Budgerigar,98
3,Eclectus,3
15,Eclectus,21
49,Budgerigar,88
23,Budgerigar,43
22,Rose-ringed parakeet,40
43,Eclectus,76
56,Budgerigar,91
34,Rose-ringed parakeet,53
33,Eclectus,58
29,Budgerigar,36
59,Eclectus,82
19,Eclectus,19
49,Budgerigar,68
13,Eclectus,19
20,Budgerigar,34
33,Budgerigar,60
7,Eclectus,4
18,Rose-ringed parakeet,17
56,Eclectus,76
12,Rose-ringed parakeet,30
51,Budgerigar,62
44,Budgerigar,50
26,Budgerigar,55
20,Budgerigar,12
15,Budgerigar,21
3,Eclectus,4
50,Eclectus,89
19,Budgerigar,24
28,Eclectus,34
57,Rose-ringed parakeet,79
26,Eclectus,32
23,Rose-ringed parakeet,41
52,Rose-ringed parakeet,77
54,Budgerigar,75
19,Rose-ringed parakeet,30
14,Eclectus,28
34,Budgerigar,43
46,Rose-ringed parakeet,65
18,Rose-ringed parakeet,25
21,Budgerigar,28
22,Eclectus,39
13,Budgerigar,18
13,Budgerigar,25
29,Budgerigar,51
37,Rose-ringed parakeet,59
12,Eclectus,11
49,Budgerigar,64
20,Budgerigar,30
23,Rose-ringed parakeet,24
11,Rose-ringed parakeet,16
35,Budgerigar,69
30,Budgerigar,39
56,Eclectus,90
5,Budgerigar,20
20,Budgerigar,34
3,Eclectus,11
51,Rose-ringed parakeet,76
25,Budgerigar,49
38,Budgerigar,59
1,Budgerigar,4
51,Eclectus,60
24,Eclectus,40
31,Rose-ringed parakeet,65
10,Rose-ringed parakeet,20
12,Budgerigar,26
37,Budgerigar,55
55,Budgerigar,75
36,Budgerigar,67
27,Budgerigar,60
27,Budgerigar,45
17,Budgerigar,37
47,Budgerigar,69
60,Rose-ringed parakeet,83
36,Eclectus,55
2,Eclectus,18
59,Eclectus,84
58,Budgerigar,72
36,Rose-ringed parakeet,65
44,Budgerigar,62
7,Rose-ringed parakeet,16
7,Budgerigar,10
12,Rose-ringed parakeet,12
28,Eclectus,35
42,Budgerigar,72
41,Budgerigar,51
43,Eclectus,73
58,Budgerigar,85
48,Eclectus,75
32,Rose-ringed parakeet,59
33,Eclectus,46
50,Rose-ringed parakeet,85
49,Rose-ringed parakeet,78
21,Rose-ringed parakeet,28
17,Budgerigar,11
17,Budgerigar,35
12,Budgerigar,13
18,Eclectus,36
30,Rose-ringed parakeet,58
40,Eclectus,57
55,Rose-ringed parakeet,82
5,Budgerigar,19
51,Budgerigar,62
24,Budgerigar,26
49,Budgerigar,69
21,Budgerigar,37
26,Eclectus,37
48,Rose-ringed parakeet,74
38,Rose-ringed parakeet,58
9,Rose-ringed parakeet,1
45,Rose-ringed parakeet,68
47,Eclectus,66
28,Rose-ringed parakeet,51
34,Eclectus,46
45,Rose-ringed parakeet,60
48,Budgerigar,60
57,Budgerigar,72
20,Budgerigar,23
26,Rose-ringed parakeet,44
9,Budgerigar,1
36,Rose-ringed parakeet,54
44,Budgerigar,73
36,Rose-ringed parakeet,43
4,Budgerigar,7
57,Budgerigar,80
55,Eclectus,87
12,Eclectus,15
3,Rose-ringed parakeet,19
57,Eclectus,90
36,Eclectus,56
30,Budgerigar,46
9,Budgerigar,4
24,Eclectus,24
18,Eclectus,18
43,Eclectus,59
25,Budgerigar,49
37,Rose-ringed parakeet,50
8,Eclectus,9
41,Rose-ringed parakeet,72
44,Eclectus,62
58,Rose-ringed parakeet,91
31,Eclectus,50
14,Rose-ringed parakeet,16
57,Rose-ringed parakeet,81
58,Eclectus,96
39,Budgerigar,55
56,Rose-ringed parakeet,88
34,Rose-ringed parakeet,45
26,Rose-ringed parakeet,57
40,Rose-ringed parakeet,43
52,Budgerigar,87
55,Rose-ringed parakeet,71
9,Budgerigar,20
56,Budgerigar,91
44,Eclectus,71
2,Eclectus,14
41,Rose-ringed parakeet,66
55,Budgerigar,86
46,Budgerigar,90
32,Rose-ringed parakeet,50
29,Rose-ringed parakeet,52
43,Budgerigar,75
40,Budgerigar,48
11,Rose-ringed parakeet,24
38,Budgerigar,49
26,Rose-ringed parakeet,52
4,Rose-ringed parakeet,2
58,Rose-ringed parakeet,77
10,Rose-ringed parakeet,12
47,Rose-ringed parakeet,65
6,Budgerigar,20
50,Budgerigar,75
15,Budgerigar,23
6,Budgerigar,3
30,Rose-ringed parakeet,47
32,Budgerigar,49
1,Rose-ringed parakeet,13
27,Eclectus,33
35,Budgerigar,65
45,Budgerigar,63
9,Rose-ringed parakeet,20
2,Budgerigar,12
57,Budgerigar,90
6,Rose-ringed parakeet,7
29,Rose-ringed parakeet,33
53,Rose-ringed parakeet,63
10,Budgerigar,0
4,Rose-ringed parakeet,17
22,Budgerigar,34
3,Budgerigar,13
38,Eclectus,62
43,Budgerigar,73
15,Eclectus,17
45,Eclectus,63
48,Rose-ringed parakeet,73
5,Rose-ringed parakeet,11
39,Eclectus,66
28,Eclectus,33
23,Rose-ringed parakeet,31
46,Eclectus,82
43,Eclectus,58
55,Rose-ringed parakeet,87
14,Budgerigar,17
46,Rose-ringed parakeet,73
18,Budgerigar,33
36,Eclectus,69
35,Rose-ringed parakeet,49
45,Eclectus,71
57,Eclectus,92
51,Eclectus,85
25,Budgerigar,50
12,Rose-ringed parakeet,25
34,Eclectus,51
18,Rose-ringed parakeet,28
58,Rose-ringed parakeet,82
26,Budgerigar,37
50,Eclectus,75
19,Budgerigar,33
35,Eclectus,63
36,Budgerigar,48
50,Rose-ringed parakeet,89
58,Rose-ringed parakeet,72
36,Budgerigar,66
38,Budgerigar,65
52,Eclectus,65
49,Rose-ringed parakeet,88
53,Eclectus,66
43,Budgerigar,77
11,Rose-ringed parakeet,17
48,Rose-ringed parakeet,80
14,Rose-ringed parakeet,28
36,Budgerigar,68
33,Budgerigar,62
40,Eclectus,51
15,Eclectus,23
28,Eclectus,31
47,Rose-ringed parakeet,69
11,Eclectus,21
30,Budgerigar,59
33,Eclectus,49
52,Eclectus,83
10,Eclectus,9
42,Rose-ringed parakeet,50
45,Eclectus,67
31,Rose-ringed parakeet,43
5,Budgerigar,12
2,Budgerigar,19
2,Eclectus,12
52,Budgerigar,79
21,Eclectus,27
52,Budgerigar,69
15,Eclectus,10
51,Rose-ringed parakeet,65
14,Rose-ringed parakeet,27
55,Rose-ringed parakeet,88
37,Rose-ringed parakeet,65
13,Eclectus,21
31,Eclectus,54
36,Rose-ringed parakeet,68
4,Budgerigar,8
52,Rose-ringed parakeet,77
2,Rose-ringed parakeet,4
60,Budgerigar,79
7,Eclectus,10
29,Eclectus,59
25,Eclectus,47
24,Budgerigar,26
53,Rose-ringed parakeet,65
30,Rose-ringed parakeet,49
49,Eclectus,88
2,Rose-ringed parakeet,12
21,Budgerigar,28
8,Budgerigar,12
49,Budgerigar,87
53,Eclectus,90
30,Budgerigar,48
19,Eclectus,24
26,Rose-ringed parakeet,39
56,Budgerigar,70
48,Budgerigar,72
58,Eclectus,79
49,Eclectus,90
59,Eclectus,71
52,Budgerigar,84
14,Eclectus,22
9,Budgerigar,2
1,Budgerigar,13
7,Eclectus,4
30,Eclectus,40
12,Eclectus,11
44,Budgerigar,64
32,Rose-ringed parakeet,60
30,Budgerigar,57
59,Rose-ringed parakeet,84
8,Eclectus,3
6,Budgerigar,10
38,Eclectus,61
22,Budgerigar,43
54,Eclectus,60
33,Rose-ringed parakeet,45
12,Rose-ringed parakeet,12
7,Eclectus,4
8,Rose-ringed parakeet,14
12,Rose-ringed parakeet,10
43,Rose-ringed parakeet,79
27,Eclectus,38
14,Eclectus,29
56,Eclectus,84
37,Budgerigar,57
3,Eclectus,19
25,Budgerigar,44
38,Eclectus,60
45,Budgerigar,54
31,Budgerigar,42
19,Rose-ringed parakeet,37
16,Budgerigar,33
50,Rose-ringed parakeet,75
28,Eclectus,49
57,Eclectus,71
25,Eclectus,43
50,Eclectus,71
25,Budgerigar,22
37,Eclectus,43
21,Rose-ringed parakeet,21
60,Eclectus,93
17,Eclectus,35
33,Eclectus,48
2,Budgerigar,20
4,Eclectus,2
56,Budgerigar,93
1,Rose-ringed parakeet,1
4,Budgerigar,17
34,Budgerigar,46
34,Eclectus,59
10,Rose-ringed parakeet,10
9,Eclectus,14
5,Budgerigar,1
9,Budgerigar,4
27,Eclectus,39
6,Eclectus,11
34,Budgerigar,51
52,Budgerigar,77
10,Eclectus,18
34,Budgerigar,43
60,Eclectus,76
43,Eclectus,72
43,Rose-ringed parakeet,52
22,Eclectus,20
19,Eclectus,16
19,Budgerigar,34
40,Eclectus,49
14,Rose-ringed parakeet,24
38,Rose-ringed parakeet,43
10,Budgerigar,13
40,Eclectus,55
22,Eclectus,45
5,Budgerigar,9
8,Budgerigar,17
27,Eclectus,51
60,Rose-ringed parakeet,78
29,Budgerigar,51
21,Rose-ringed parakeet,41
18,Rose-ringed parakeet,24
4,Rose-ringed parakeet,6
16,Rose-ringed parakeet,27
57,Budgerigar,74
21,Budgerigar,47
45,Rose-ringed parakeet,61
47,Eclectus,76
8,Rose-ringed parakeet,11
4,Budgerigar,9
48,Rose-ringed parakeet,70
4,Budgerigar,11
31,Eclectus,64
15,Budgerigar,14
24,Budgerigar,49
53,Budgerigar,65
13,Eclectus,16
57,Rose-ringed parakeet,84
45,Budgerigar,53
5,Budgerigar,8
19,Eclectus,40
33,Budgerigar,45
27,Budgerigar,38
48,Eclectus,78
7,Budgerigar,10
48,Rose-ringed parakeet,73
10,Eclectus,6
42,Eclectus,69
20,Rose-ringed parakeet,21
11,Rose-ringed parakeet,13
43,Eclectus,79
44,Budgerigar,57
35,Rose-ringed parakeet,63
41,Eclectus,53
2,Rose-ringed parakeet,11
51,Budgerigar,77
36,Rose-ringed parakeet,60
51,Rose-ringed parakeet,88
54,Eclectus,69
6,Rose-ringed parakeet,18
34,Rose-ringed parakeet,49
55,Rose-ringed parakeet,60
60,Rose-ringed parakeet,82
52,Budgerigar,71
58,Budgerigar,94
58,Rose-ringed parakeet,98
17,Rose-ringed parakeet,24
7,Rose-ringed parakeet,9
8,Budgerigar,10
34,Eclectus,67
4,Eclectus,15
39,Rose-ringed parakeet,64
1,Budgerigar,6
3,Rose-ringed parakeet,11
30,Rose-ringed parakeet,57
57,Budgerigar,81
5,Budgerigar,13
46,Eclectus,83
56,Rose-ringed parakeet,91
26,Rose-ringed parakeet,48
50,Budgerigar,77
29,Rose-ringed parakeet,45
21,Eclectus,50
23,Rose-ringed parakeet,41
40,Budgerigar,53
6,Budgerigar,16
6,Budgerigar,15
11,Eclectus,20
3,Rose-ringed parakeet,6
55,Rose-ringed parakeet,87
15,Rose-ringed parakeet,27
46,Budgerigar,76
41,Budgerigar,66
8,Eclectus,8
59,Rose-ringed parakeet,89
12,Budgerigar,29
13,Budgerigar,19
54,Eclectus,82
47,Eclectus,66
29,Budgerigar,58
30,Eclectus,38
5,Eclectus,9
16,Eclectus,20
16,Eclectus,33
36,Budgerigar,54
11,Budgerigar,11
2,Budgerigar,11
47,Rose-ringed parakeet,90
19,Eclectus,36
34,Eclectus,61
18,Rose-ringed parakeet,34
53,Rose-ringed parakeet,83
2,Rose-ringed parakeet,8
18,Eclectus,21
49,Rose-ringed parakeet,78
37,Eclectus,57
8,Rose-ringed parakeet,2
33,Budgerigar,53
33,Budgerigar,47
28,Budgerigar,59
17,Budgerigar,18
23,Rose-ringed parakeet,35
46,Budgerigar,73
59,Eclectus,96
60,Rose-ringed parakeet,86
23,Eclectus,26
6,Rose-ringed parakeet,8
